#{"t_start": 1767991165.512576, "env_id": "None"}
r,l,t
49696.549952,480,1122.941487
48589.559309,480,1125.758362
51640.700521,480,1127.485499
49638.183956,480,1129.206292
49861.082193,480,1137.174313
51783.260631,480,1139.671625
49864.987477,480,1141.633886
51106.57477,480,1143.586826
49318.382452,480,1149.605447
50465.300777,480,1150.779882
50959.550294,480,1153.180036
49958.913953,480,1155.072842
51843.544162,480,1156.784532
49901.154959,480,1162.437787
51745.814927,480,1163.704783
48935.15067,480,1165.00436
51526.809108,480,1166.050829
49825.929495,480,1175.839925
50134.546755,480,1176.739376
49535.058713,480,1177.68346
51004.059084,480,1179.062172
49512.341005,480,1188.795565
49608.404719,480,1189.733922
52265.685682,480,1190.630775
49078.938234,480,1191.629519
49471.922577,480,1192.581862
51445.128017,480,1200.654073
51062.295459,480,1202.106476
50754.127921,480,1203.523507
53037.890554,480,1204.412733
50196.036401,480,1209.520042
51905.679844,480,1210.448617
50745.111246,480,1211.387191
51024.623051,480,1213.348589
49311.402294,480,1223.072174
51945.893471,480,1224.604083
50388.417565,480,1226.193422
52012.838447,480,1229.208637
51747.016402,480,1236.508467
50511.94878,480,1238.353174
52913.194328,480,1240.343027
51371.956786,480,1242.901046
52121.14067,480,1245.938874
50366.061755,480,1256.310517
50827.587621,480,1259.6309
50330.474591,480,1263.020501
50419.02776,480,1264.920956
51527.466414,480,1276.498721
49820.270894,480,1278.486081
49734.946397,480,1281.294137
50564.818216,480,1282.884273
51195.978702,480,1293.729264
50837.435841,480,1296.587327
51025.11594,480,1299.297094
51072.802241,480,1302.057572
49660.777522,480,1311.743413
50391.235828,480,1312.706765
50868.742086,480,1313.806097
50707.926459,480,1314.818578
49291.00672,480,1315.881633
